"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster_str","Inference","R","S","Chain","Dataset","Ontology","Model","Cluster_plt"
"305","K9
(4)","GO:0045229","external encapsulating structure organization",0.75,"38/549",0.00117114168367658,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K9 (4)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",9
"306","K9
(4)","GO:0071555","cell wall organization",0.75,"38/549",0.00117114168367658,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K9 (4)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",9
"307","K9
(4)","GO:0071554","cell wall organization or biogenesis",0.75,"42/549",0.00158453101054067,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K9 (4)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",9
"308","K10
(22)","GO:0006974","cellular response to DNA damage stimulus",0.5,"81/549",6.80482635652238e-05,0.00949458479865941,0.00908572708005685,"851399/851453/850584/853752/854315/850719/854198/855459/856254/850540/855067",11,"K10 (22)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",10
"309","K10
(22)","GO:0007064","mitotic sister chromatid cohesion",0.272727272727273,"22/549",9.95981500178488e-05,0.00949458479865941,0.00908572708005685,"850584/854315/855459/856254/850540/855067",6,"K10 (22)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",10
"310","K10
(22)","GO:0006302","double-strand break repair",0.363636363636364,"43/549",0.000103577288712648,0.00949458479865941,0.00908572708005685,"850584/853752/854315/850719/854198/855459/856254/850540",8,"K10 (22)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",10
"311","K10
(22)","GO:0006281","DNA repair",0.454545454545455,"72/549",0.000145238029031442,0.00998511449591163,0.00955513348891065,"851453/850584/853752/854315/850719/854198/855459/856254/850540/855067",10,"K10 (22)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",10
"312","K10
(22)","GO:0007062","sister chromatid cohesion",0.272727272727273,"25/549",0.000218637497463099,0.0120250623604704,0.0115072367085841,"850584/854315/855459/856254/850540/855067",6,"K10 (22)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",10
"313","K12
(17)","GO:0016192","vesicle-mediated transport",0.411764705882353,"22/549",9.03125508714241e-07,0.000131856324272279,0.000102671110464356,"852129/851949/855458/854170/851055/851226/852675",7,"K12 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",12
"314","K12
(17)","GO:0006810","transport",0.647058823529412,"86/549",4.3041302571925e-06,0.000314201508775052,0.000244655825145679,"851539/850490/852129/851949/855669/855458/854170/851462/851055/851226/852675",11,"K12 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",12
"315","K12
(17)","GO:0051234","establishment of localization",0.647058823529412,"101/549",2.34023064989363e-05,0.0011389122496149,0.00088682424627548,"851539/850490/852129/851949/855669/855458/854170/851462/851055/851226/852675",11,"K12 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",12
"316","K12
(17)","GO:0051179","localization",0.705882352941177,"138/549",8.01787999000013e-05,0.00292652619635005,0.00227876589189477,"851539/852751/850490/852129/851949/855669/855458/854170/851462/851055/851226/852675",12,"K12 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",12
"317","K12
(17)","GO:0015031","protein transport",0.352941176470588,"32/549",0.000190855575137395,0.00477807764063264,0.00372049304389564,"851539/852129/855458/851462/851226/852675",6,"K12 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",12
"318","K12
(17)","GO:0071705","nitrogen compound transport",0.411764705882353,"47/549",0.000218275835293846,0.00477807764063264,0.00372049304389564,"851539/852129/855669/855458/851462/851226/852675",7,"K12 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",12
"319","K12
(17)","GO:0071702","organic substance transport",0.411764705882353,"59/549",0.00096156152023683,0.0127625438140525,0.00993766930005528,"851539/852129/855669/855458/851462/851226/852675",7,"K12 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",12
"320","K13
(26)","GO:0006260","DNA replication",0.576923076923077,"51/549",1.52749949676218e-10,5.71284811789056e-08,4.35739330129001e-08,"853821/852245/855448/856305/851391/856237/851671/851266/850297/850793/855621/855950/853747/854063/855404",15,"K13 (26)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",13
"321","K13
(26)","GO:0006261","DNA-dependent DNA replication",0.538461538461538,"47/549",7.34215713171826e-10,1.37298338363131e-07,1.04722346457666e-07,"853821/852245/855448/856305/851391/856237/851671/851266/850297/850793/855621/855950/854063/855404",14,"K13 (26)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",13
"322","K13
(26)","GO:0006281","DNA repair",0.576923076923077,"72/549",3.55026676549105e-08,4.42599923431217e-06,3.37586769630903e-06,"853821/855642/855448/856305/851391/853371/851671/851266/850297/850793/855621/855950/853747/854063/855404",15,"K13 (26)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",13
"323","K13
(26)","GO:0006974","cellular response to DNA damage stimulus",0.576923076923077,"81/549",2.05771925960202e-07,1.85390097144341e-05,1.4140364853959e-05,"853821/855642/855448/856305/851391/853371/851671/851266/850297/850793/855621/855950/853747/854063/855404",15,"K13 (26)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",13
"324","K13
(26)","GO:0006259","DNA metabolic process",0.615384615384615,"95/549",2.47847723455001e-07,1.85390097144341e-05,1.4140364853959e-05,"853821/855642/852245/855448/856305/851391/853371/851671/851266/850297/850793/855621/855950/853747/854063/855404",16,"K13 (26)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",13
"325","K13
(26)","GO:0033554","cellular response to stress",0.615384615384615,"110/549",2.2920497944797e-06,0.000142871103855901,0.000108972893737544,"853821/855642/855448/856305/851391/853371/851671/853327/851266/850297/850793/855621/855950/853747/854063/855404",16,"K13 (26)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",13
"326","K13
(26)","GO:0033260","nuclear DNA replication",0.192307692307692,"18/549",0.000901492615361931,0.00911238481473952,0.00695034135883594,"851391/856237/850297/850793/855621",5,"K13 (26)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",13
"327","K13
(26)","GO:0044786","cell cycle DNA replication",0.192307692307692,"18/549",0.000901492615361931,0.00911238481473952,0.00695034135883594,"851391/856237/850297/850793/855621",5,"K13 (26)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",13
"328","K13
(26)","GO:0006270","DNA replication initiation",0.192307692307692,"21/549",0.00193949543338685,0.0164857111837883,0.0125742407284172,"853821/852245/850793/855621/855950",5,"K13 (26)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",13
"329","K13
(26)","GO:0006302","double-strand break repair",0.269230769230769,"43/549",0.0023536040620704,0.017964243249272,0.0137019699424506,"853821/853371/851266/850793/855621/853747/855404",7,"K13 (26)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",13
"330","K13
(26)","GO:0007062","sister chromatid cohesion",0.192307692307692,"25/549",0.00443755655585686,0.0286145888256977,0.0218253689044866,"855448/853371/850297/854143/854786",5,"K13 (26)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",13
"331","K15
(24)","GO:0033554","cellular response to stress",0.541666666666667,"110/549",0.000151726119706153,0.048552358305969,0.0453581242068921,"854462/854674/852130/854941/851464/852700/850844/851246/853798/856854/852786/856191/850519",13,"K15 (24)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",15
"332","K18
(23)","GO:1902850","microtubule cytoskeleton organization involved in mitosis",0.304347826086957,"23/549",1.37235840258261e-05,0.00328315408952097,0.00294167315038533,"852099/851957/853041/854555/856577/852249/856263",7,"K18 (23)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",18
"333","K18
(23)","GO:0007010","cytoskeleton organization",0.478260869565217,"68/549",1.95425838661963e-05,0.00328315408952097,0.00294167315038533,"852099/852787/851957/850639/853041/854555/856458/856577/855555/852249/856263",11,"K18 (23)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",18
"334","K18
(23)","GO:0000278","mitotic cell cycle",0.652173913043478,"142/549",5.67638702452994e-05,0.0060542257233832,0.00542452555415913,"854370/852099/853100/852787/855636/854249/851957/850639/852274/853041/854555/856458/856577/852249/856263",15,"K18 (23)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",18
"335","K18
(23)","GO:0007052","mitotic spindle organization",0.260869565217391,"20/549",7.20741157545619e-05,0.0060542257233832,0.00542452555415913,"851957/853041/854555/856577/852249/856263",6,"K18 (23)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",18
"336","K18
(23)","GO:0007051","spindle organization",0.260869565217391,"21/549",9.81576134671167e-05,0.00659619162499024,0.00591012156875692,"851957/853041/854555/856577/852249/856263",6,"K18 (23)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",18
"337","K19
(16)","GO:0006333","chromatin assembly or disassembly",0.5625,"34/549",3.80667599120913e-08,9.09795561898982e-06,5.77011939720121e-06,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K19 (16)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",19
"338","K19
(16)","GO:0034293","sexual sporulation",0.3125,"11/549",4.4645019818923e-06,0.000342533642819402,0.000217242213459564,"855701/852295/855700/852294/853766",5,"K19 (16)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",19
"339","K19
(16)","GO:0043935","sexual sporulation resulting in formation of a cellular spore",0.3125,"11/549",4.4645019818923e-06,0.000342533642819402,0.000217242213459564,"855701/852295/855700/852294/853766",5,"K19 (16)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",19
"340","K19
(16)","GO:0006325","chromatin organization",0.5625,"58/549",5.73278063296071e-06,0.000342533642819402,0.000217242213459564,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K19 (16)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",19
"341","K19
(16)","GO:0030435","sporulation resulting in formation of a cellular spore",0.3125,"14/549",1.83774323178051e-05,0.000732034387325903,0.00046427197434455,"855701/852295/855700/852294/853766",5,"K19 (16)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",19
"342","K19
(16)","GO:0006259","DNA metabolic process",0.4375,"95/549",0.0111742719287403,0.0422541602375979,0.0267984984550279,"851691/855976/851811/852295/851810/855700/852283",7,"K19 (16)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",19
"343","K19
(16)","GO:0006281","DNA repair",0.375,"72/549",0.0113149215699007,0.0422541602375979,0.0267984984550279,"851691/851811/852295/851810/855700/852283",6,"K19 (16)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",19
"344","K28
(11)","GO:0042254","ribosome biogenesis",0.363636363636364,"22/549",0.000534453185082408,0.0480142881902751,0.0464980475105822,"851240/850551/851403/855613",4,"K28 (11)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",28
"345","K28
(11)","GO:0022613","ribonucleoprotein complex biogenesis",0.363636363636364,"23/549",0.000640190509203667,0.0480142881902751,0.0464980475105822,"851240/850551/851403/855613",4,"K28 (11)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",28
"346","K29
(17)","GO:0042254","ribosome biogenesis",0.764705882352941,"22/549",1.9406587067344e-17,2.63929584115878e-15,2.20622252976121e-15,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/856228/851656",13,"K29 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",29
"347","K29
(17)","GO:0022613","ribonucleoprotein complex biogenesis",0.764705882352941,"23/549",4.43210260916805e-17,3.01382977423427e-15,2.51930043047447e-15,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/856228/851656",13,"K29 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",29
"348","K29
(17)","GO:0034470","ncRNA processing",0.705882352941177,"22/549",2.64538846023245e-15,1.19924276863871e-13,1.00246299545651e-13,"854221/853996/853048/853784/853956/856553/855408/850982/854021/851208/856228/851656",12,"K29 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",29
"349","K29
(17)","GO:0006364","rRNA processing",0.647058823529412,"17/549",4.65502481009901e-15,1.26616674834693e-13,1.05840564103304e-13,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851656",11,"K29 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",29
"350","K29
(17)","GO:0016072","rRNA metabolic process",0.647058823529412,"17/549",4.65502481009901e-15,1.26616674834693e-13,1.05840564103304e-13,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851656",11,"K29 (17)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",29
"351","K31
(19)","GO:0006810","transport",0.578947368421053,"86/549",1.99742508266457e-05,0.00469743789326076,0.00405716633156125,"852960/851597/853729/854447/851211/855418/851417/853361/853406/855387/854183",11,"K31 (19)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",31
"352","K31
(19)","GO:0071702","organic substance transport",0.473684210526316,"59/549",4.14810753766009e-05,0.00469743789326076,0.00405716633156125,"852960/854447/851211/855418/851417/853361/853406/855387/854183",9,"K31 (19)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",31
"353","K31
(19)","GO:0071705","nitrogen compound transport",0.421052631578947,"47/549",5.88252354980457e-05,0.00469743789326076,0.00405716633156125,"852960/854447/851211/855418/853361/853406/855387/854183",8,"K31 (19)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",31
"354","K31
(19)","GO:0072594","establishment of protein localization to organelle",0.263157894736842,"15/549",6.88269288389856e-05,0.00469743789326076,0.00405716633156125,"852960/855418/853361/855387/854183",5,"K31 (19)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",31
"355","K31
(19)","GO:0051234","establishment of localization",0.578947368421053,"101/549",0.000102373338040765,0.00558958425702575,0.00482771109918553,"852960/851597/853729/854447/851211/855418/851417/853361/853406/855387/854183",11,"K31 (19)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",31
"356","K31
(19)","GO:0015031","protein transport",0.315789473684211,"32/549",0.000384525258899871,0.0131219244599581,0.0113333760517857,"852960/855418/853361/853406/855387/854183",6,"K31 (19)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",31
"357","K31
(19)","GO:0016192","vesicle-mediated transport",0.263157894736842,"22/549",0.000517620502706864,0.0135704557333612,0.0117207714836048,"852960/853729/853361/853406/854183",5,"K31 (19)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",31
"358","K31
(19)","GO:0051179","localization",0.578947368421053,"138/549",0.00200535618271327,0.0364974825253815,0.031522791924756,"852960/851597/853729/854447/851211/855418/851417/853361/853406/855387/854183",11,"K31 (19)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",31
"359","K32
(13)","GO:0000727","double-strand break repair via break-induced replication",0.384615384615385,"10/549",7.4711862624319e-07,6.57388449511553e-05,4.09382120025274e-05,"852501/852673/852258/856680/850980",5,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"360","K32
(13)","GO:0033260","nuclear DNA replication",0.461538461538462,"18/549",7.52734865852923e-07,6.57388449511553e-05,4.09382120025274e-05,"852501/852673/852258/856680/850980/853244",6,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"361","K32
(13)","GO:0044786","cell cycle DNA replication",0.461538461538462,"18/549",7.52734865852923e-07,6.57388449511553e-05,4.09382120025274e-05,"852501/852673/852258/856680/850980/853244",6,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"362","K32
(13)","GO:0006270","DNA replication initiation",0.461538461538462,"21/549",2.12687299602003e-06,0.000139310181239312,8.6754030100817e-05,"852501/852673/852258/856680/850980/853244",6,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"363","K32
(13)","GO:0065004","protein-DNA complex assembly",0.461538461538462,"24/549",5.09869778144791e-06,0.000222643136456559,0.000138648799320075,"852501/852673/852258/856680/850980/853244",6,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"364","K32
(13)","GO:0006302","double-strand break repair",0.461538461538462,"43/549",0.000185478288864046,0.0044177556074891,0.00275111337549542,"852501/852673/852258/851772/856680/850980",6,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"365","K32
(13)","GO:0006261","DNA-dependent DNA replication",0.461538461538462,"47/549",0.000311709803050344,0.00506583923990111,0.00315470101319675,"852501/852673/852258/856680/850980/853244",6,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"366","K32
(13)","GO:0006260","DNA replication",0.461538461538462,"51/549",0.000498721336256539,0.00687710474206386,0.00428264859389272,"852501/852673/852258/856680/850980/853244",6,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"367","K32
(13)","GO:0006259","DNA metabolic process",0.538461538461538,"95/549",0.0026420984348277,0.0242723558809475,0.0151153682665603,"852501/852673/852258/851772/856680/850980/853244",7,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"368","K32
(13)","GO:0006281","DNA repair",0.461538461538462,"72/549",0.00336248051306586,0.025170568412093,0.0156747211887281,"852501/852673/852258/851772/856680/850980",6,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"369","K32
(13)","GO:0006974","cellular response to DNA damage stimulus",0.461538461538462,"81/549",0.00625467767366716,0.0321318735392313,0.0200098047351581,"852501/852673/852258/851772/856680/850980",6,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"370","K32
(13)","GO:0006325","chromatin organization",0.384615384615385,"58/549",0.00736016129154326,0.0333601105537287,0.0207746771226515,"852501/851772/856680/850980/853244",5,"K32 (13)","Bayesian",676000,NA,10,"Timecourse","BP","Bayesian: chain 10",32
"371","K12
(7)","GO:0032787","monocarboxylic acid metabolic process",0.714285714285714,"14/549",1.00200470531053e-07,1.63326766965617e-05,1.44499625923729e-05,"854556/855447/854706/850317/850614",5,"K12 (7)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",12
"372","K12
(7)","GO:0019752","carboxylic acid metabolic process",0.714285714285714,"19/549",5.72976373388086e-07,3.10343099798297e-05,2.74568967855129e-05,"854556/855447/854706/850317/850614",5,"K12 (7)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",12
"373","K12
(7)","GO:0006082","organic acid metabolic process",0.714285714285714,"20/549",7.61578159014226e-07,3.10343099798297e-05,2.74568967855129e-05,"854556/855447/854706/850317/850614",5,"K12 (7)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",12
"374","K12
(7)","GO:0043436","oxoacid metabolic process",0.714285714285714,"20/549",7.61578159014226e-07,3.10343099798297e-05,2.74568967855129e-05,"854556/855447/854706/850317/850614",5,"K12 (7)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",12
"375","K12
(7)","GO:0006091","generation of precursor metabolites and energy",0.571428571428571,"12/549",4.46627206728369e-06,0.000145600469393448,0.000128816689098498,"854556/856314/850317/850614",4,"K12 (7)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",12
"376","K14
(3)","GO:0031505","fungal-type cell wall organization",1,"29/549",0.000133223108893594,0.000768931408474522,0.00040470074130238,"853693/852141/856893",3,"K14 (3)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",14
"377","K14
(3)","GO:0071852","fungal-type cell wall organization or biogenesis",1,"32/549",0.00018083925016755,0.000768931408474522,0.00040470074130238,"853693/852141/856893",3,"K14 (3)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",14
"378","K14
(3)","GO:0045229","external encapsulating structure organization",1,"38/549",0.000307572563389809,0.000768931408474522,0.00040470074130238,"853693/852141/856893",3,"K14 (3)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",14
"379","K14
(3)","GO:0071555","cell wall organization",1,"38/549",0.000307572563389809,0.000768931408474522,0.00040470074130238,"853693/852141/856893",3,"K14 (3)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",14
"380","K14
(3)","GO:0071554","cell wall organization or biogenesis",1,"42/549",0.000418555361274893,0.000837110722549787,0.000440584590815677,"853693/852141/856893",3,"K14 (3)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",14
"381","K16
(4)","GO:0045229","external encapsulating structure organization",0.75,"38/549",0.00117114168367658,0.0294811659090125,0.0291801013710572,"852856/850992/856546",3,"K16 (4)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",16
"382","K16
(4)","GO:0071555","cell wall organization",0.75,"38/549",0.00117114168367658,0.0294811659090125,0.0291801013710572,"852856/850992/856546",3,"K16 (4)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",16
"383","K16
(4)","GO:0071554","cell wall organization or biogenesis",0.75,"42/549",0.00158453101054067,0.0294811659090125,0.0291801013710572,"852856/850992/856546",3,"K16 (4)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",16
"384","K16
(4)","GO:0000920","septum digestion after cytokinesis",0.5,"10/549",0.00176006960650821,0.0294811659090125,0.0291801013710572,"850992/856546",2,"K16 (4)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",16
"385","K18
(17)","GO:0016192","vesicle-mediated transport",0.411764705882353,"22/549",9.03125508714241e-07,0.000125534445711279,9.88684767434537e-05,"852129/851949/855458/854170/851055/851226/852675",7,"K18 (17)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",18
"386","K18
(17)","GO:0006810","transport",0.647058823529412,"86/549",4.3041302571925e-06,0.000299137052874879,0.000235594498288432,"851539/850490/852129/851949/855669/855458/854170/851462/851055/851226/852675",11,"K18 (17)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",18
"387","K18
(17)","GO:0051234","establishment of localization",0.647058823529412,"101/549",2.34023064989363e-05,0.00108430686778405,0.000853978903820833,"851539/850490/852129/851949/855669/855458/854170/851462/851055/851226/852675",11,"K18 (17)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",18
"388","K18
(17)","GO:0051179","localization",0.705882352941177,"138/549",8.01787999000013e-05,0.00278621329652504,0.00219436715515793,"851539/852751/850490/852129/851949/855669/855458/854170/851462/851055/851226/852675",12,"K18 (17)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",18
"389","K18
(17)","GO:0015031","protein transport",0.352941176470588,"32/549",0.000190855575137395,0.00454899172635574,0.00358269700523284,"851539/852129/855458/851462/851226/852675",6,"K18 (17)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",18
"390","K18
(17)","GO:0071702","organic substance transport",0.411764705882353,"59/549",0.00096156152023683,0.0121506410284472,0.00956960747412731,"851539/852129/855669/855458/851462/851226/852675",7,"K18 (17)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",18
"391","K18
(17)","GO:0006897","endocytosis",0.176470588235294,"10/549",0.00259684047234545,0.0248305301021653,0.0195560403682332,"851949/854170/851055",3,"K18 (17)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",18
"392","K18
(17)","GO:0051049","regulation of transport",0.176470588235294,"11/549",0.00350193257812817,0.0304230392724885,0.0239605913240348,"855669/854170/851055",3,"K18 (17)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",18
"393","K22
(21)","GO:0006260","DNA replication",0.619047619047619,"51/549",9.78654096738537e-10,3.16105273246548e-07,2.26635685560503e-07,"853821/852245/855448/856305/851391/856237/851671/851266/850297/850793/855621/855950/853747",13,"K22 (21)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",22
"394","K22
(21)","GO:0006261","DNA-dependent DNA replication",0.571428571428571,"47/549",6.31712869889549e-09,1.02021628487162e-06,7.3145700724053e-07,"853821/852245/855448/856305/851391/856237/851671/851266/850297/850793/855621/855950",12,"K22 (21)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",22
"395","K22
(21)","GO:0006281","DNA repair",0.619047619047619,"72/549",1.05944336164391e-07,1.14066735270328e-05,8.17815928286527e-06,"853821/855642/855448/856305/851391/853371/851671/851266/850297/850793/855621/855950/853747",13,"K22 (21)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",22
"396","K22
(21)","GO:0090304","nucleic acid metabolic process",0.857142857142857,"176/549",3.39345542020828e-07,2.40211432584514e-05,1.7222263375784e-05,"853821/855217/855642/852245/855448/856305/851267/851391/853371/851671/853327/851266/850297/850793/855621/854143/855950/853747",18,"K22 (21)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",22
"397","K22
(21)","GO:0006259","DNA metabolic process",0.666666666666667,"95/549",3.71844322886245e-07,2.40211432584514e-05,1.7222263375784e-05,"853821/855642/852245/855448/856305/851391/853371/851671/851266/850297/850793/855621/855950/853747",14,"K22 (21)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",22
"398","K22
(21)","GO:0051276","chromosome organization",0.714285714285714,"137/549",6.32568139139828e-06,0.000127699693088853,9.15559148755014e-05,"855217/852245/855448/856305/851391/853371/856237/851671/853327/851266/850297/850793/854143/853747/854786",15,"K22 (21)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",22
"399","K22
(21)","GO:0033260","nuclear DNA replication",0.238095238095238,"18/549",0.000308930990615809,0.00269688405321368,0.00193356523287277,"851391/856237/850297/850793/855621",5,"K22 (21)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",22
"400","K22
(21)","GO:0044786","cell cycle DNA replication",0.238095238095238,"18/549",0.000308930990615809,0.00269688405321368,0.00193356523287277,"851391/856237/850297/850793/855621",5,"K22 (21)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",22
"401","K22
(21)","GO:0006270","DNA replication initiation",0.238095238095238,"21/549",0.00068048394264834,0.00499537076080486,0.00358149443499126,"853821/852245/850793/855621/855950",5,"K22 (21)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",22
"402","K22
(21)","GO:0007049","cell cycle",0.714285714285714,"210/549",0.00175967110774061,0.0107240333547211,0.00768873175179613,"855642/855448/856305/851391/853371/856237/851671/851266/850297/850793/855621/854143/855950/852119/854786",15,"K22 (21)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",22
"403","K25
(16)","GO:1901137","carbohydrate derivative biosynthetic process",0.4375,"26/549",1.97831241160075e-06,0.000310882310867205,0.000290739170993444,"852845/856050/854499/853690/852458/851464/853798",7,"K25 (16)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",25
"404","K25
(16)","GO:0097502","mannosylation",0.3125,"10/549",2.47714988738808e-06,0.000310882310867205,0.000290739170993444,"852845/856050/854499/852458/851464",5,"K25 (16)","Consensus clustering",101,100,NA,"Timecourse","BP","CC(101,100)",25
